date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum
26-07-2020,Tasmania,TAS,0,229,0,13,280,65470,0,229,0,215
26-07-2020,Victoria,VIC,437,8181,10,71,42973,1500519,437,8181,151,3680
26-07-2020,Western Australia,WA,2,635,0,9,0,235512,2,635,2,621
27-07-2020,Australian Capital Territory,ACT,0,113,0,3,323,48240,0,113,0,109
27-07-2020,New South Wales,NSW,17,3685,0,50,22032,1375135,17,3685,1,2800
27-07-2020,Northern Territory,NT,0,31,0,0,275,22526,0,31,0,29
27-07-2020,Queensland,QLD,0,1076,0,6,3160,505628,0,1076,0,1063
27-07-2020,South Australia,SA,0,447,0,4,2112,209996,0,447,0,441
27-07-2020,Tasmania,TAS,0,229,0,13,549,66019,0,229,0,215
27-07-2020,Victoria,VIC,515,8696,6,77,17588,1518107,515,8696,137,3817
27-07-2020,Western Australia,WA,0,635,0,9,5927,241439,0,635,3,624
28-07-2020,Australian Capital Territory,ACT,0,113,0,3,446,48686,0,113,0,109
28-07-2020,New South Wales,NSW,14,3699,0,50,16009,1391144,14,3699,0,2800
28-07-2020,Northern Territory,NT,0,31,0,0,558,23084,0,31,0,29
28-07-2020,Queensland,QLD,0,1076,0,6,4578,510206,0,1076,0,1063
28-07-2020,South Australia,SA,1,448,0,4,2494,212490,1,448,0,441
28-07-2020,Tasmania,TAS,0,229,0,13,525,66544,0,229,0,215
28-07-2020,Victoria,VIC,353,9049,6,83,18521,1536628,353,9049,120,3937
28-07-2020,Western Australia,WA,1,636,0,9,1840,243279,1,636,0,624
29-07-2020,Australian Capital Territory,ACT,0,113,0,3,932,49618,0,113,0,109
29-07-2020,New South Wales,NSW,19,3718,0,50,18543,1409687,19,3718,0,2800
29-07-2020,Northern Territory,NT,0,31,0,0,427,23511,0,31,1,30
29-07-2020,Queensland,QLD,3,1079,0,6,8311,518517,3,1079,2,1065
29-07-2020,South Australia,SA,0,448,0,4,16360,228850,0,448,0,441
29-07-2020,Tasmania,TAS,0,229,0,13,639,67183,0,229,0,215
29-07-2020,Victoria,VIC,255,9304,9,92,18077,1554705,255,9304,186,4123
29-07-2020,Western Australia,WA,2,638,0,9,2899,246178,2,638,0,624
30-07-2020,Australian Capital Territory,ACT,0,113,0,3,750,50368,0,113,0,109
30-07-2020,New South Wales,NSW,18,3736,0,50,27147,1436834,18,3736,0,2800
30-07-2020,Northern Territory,NT,0,31,0,0,567,24078,0,31,0,30
30-07-2020,Queensland,QLD,3,1082,0,6,8251,526768,3,1082,0,1065
30-07-2020,South Australia,SA,1,449,0,4,4764,233614,1,449,0,441
30-07-2020,Tasmania,TAS,0,229,0,13,954,68137,0,229,0,215
30-07-2020,Victoria,VIC,694,9998,13,105,19921,1574626,694,9998,136,4259
30-07-2020,Western Australia,WA,1,639,0,9,2499,248677,1,639,-2,622
31-07-2020,Australian Capital Territory,ACT,0,113,0,3,488,50856,0,113,0,109
31-07-2020,New South Wales,NSW,20,3756,0,50,25321,1462155,20,3756,0,2800
31-07-2020,Northern Territory,NT,1,32,0,0,460,24538,1,32,0,30
31-07-2020,Queensland,QLD,1,1083,0,6,9076,535844,1,1083,1,1066
31-07-2020,South Australia,SA,1,450,0,4,4152,237766,1,450,2,443
31-07-2020,Tasmania,TAS,0,229,0,13,768,68905,0,229,1,216
31-07-2020,Victoria,VIC,579,10577,8,113,33826,1608452,579,10577,220,4479
31-07-2020,Western Australia,WA,1,640,0,9,1112,249789,1,640,0,622
01-08-2020,Australian Capital Territory,ACT,0,113,0,3,858,51714,0,113,1,110
01-08-2020,New South Wales,NSW,17,3773,1,51,23458,1485613,17,3773,1,2801
01-08-2020,Northern Territory,NT,1,33,0,0,377,24915,1,33,0,30
01-08-2020,Queensland,QLD,1,1084,0,6,13703,549547,1,1084,0,1066
01-08-2020,South Australia,SA,1,451,0,4,4375,242141,1,451,0,443
01-08-2020,Tasmania,TAS,0,229,0,13,647,69552,0,229,0,216
01-08-2020,Victoria,VIC,354,10931,3,116,25501,1633953,354,10931,217,4696
01-08-2020,Western Australia,WA,0,640,0,9,0,249789,0,640,-2,620
02-08-2020,Australian Capital Territory,ACT,0,113,0,3,925,52639,0,113,0,110
02-08-2020,New South Wales,NSW,11,3784,0,51,22427,1508040,11,3784,1,2802
02-08-2020,Northern Territory,NT,0,33,0,0,296,25211,0,33,0,30
02-08-2020,Queensland,QLD,1,1085,0,6,11060,560607,1,1085,0,1066
02-08-2020,South Australia,SA,2,453,0,4,4019,246160,2,453,0,443
02-08-2020,Tasmania,TAS,0,229,0,13,431,69983,0,229,0,216
02-08-2020,Victoria,VIC,626,11557,7,123,18000,1651953,626,11557,219,4915
02-08-2020,Western Australia,WA,1,641,0,9,0,249789,1,641,4,624
03-08-2020,Australian Capital Territory,ACT,0,113,0,3,543,53182,0,113,0,110
03-08-2020,New South Wales,NSW,13,3797,0,51,18823,1526863,13,3797,0,2802
03-08-2020,Northern Territory,NT,0,33,0,0,140,25351,0,33,0,30
03-08-2020,Queensland,QLD,0,1085,0,6,8785,569392,0,1085,1,1067
03-08-2020,South Australia,SA,2,455,0,4,4069,250229,2,455,0,443
03-08-2020,Tasmania,TAS,0,229,0,13,376,70359,0,229,0,216
03-08-2020,Victoria,VIC,380,11937,13,136,25000,1676953,380,11937,196,5111
03-08-2020,Western Australia,WA,0,641,0,9,7793,257582,0,641,0,624
04-08-2020,Australian Capital Territory,ACT,0,113,0,3,496,53678,0,113,0,110
04-08-2020,New South Wales,NSW,12,3809,0,51,12876,1539739,12,3809,0,2802
04-08-2020,Northern Territory,NT,0,33,0,0,199,25550,0,33,0,30
04-08-2020,Queensland,QLD,0,1085,0,6,11894,581286,0,1085,0,1067
04-08-2020,South Australia,SA,2,457,0,4,2626,252855,2,457,0,443
04-08-2020,Tasmania,TAS,0,229,0,13,572,70931,0,229,0,216
04-08-2020,Victoria,VIC,398,12335,11,147,21000,1697953,398,12335,172,5283
04-08-2020,Western Australia,WA,0,641,0,9,2043,259625,0,641,2,626
05-08-2020,Australian Capital Territory,ACT,0,113,0,3,658,54336,0,113,0,110
05-08-2020,New South Wales,NSW,11,3820,0,51,22087,1561826,11,3820,0,2802
05-08-2020,Northern Territory,NT,0,33,0,0,464,26014,0,33,0,30
05-08-2020,Queensland,QLD,3,1088,0,6,13715,595001,3,1088,2,1069
05-08-2020,South Australia,SA,-1,456,0,4,5553,258408,-1,456,1,444
05-08-2020,Tasmania,TAS,0,229,0,13,536,71467,0,229,0,216
05-08-2020,Victoria,VIC,700,13035,15,162,24000,1721953,700,13035,141,5424
05-08-2020,Western Australia,WA,1,642,0,9,3451,263076,1,642,0,626
06-08-2020,Australian Capital Territory,ACT,0,113,0,3,1671,56007,0,113,0,110
06-08-2020,New South Wales,NSW,12,3832,0,51,28035,1589861,12,3832,0,2802
06-08-2020,Northern Territory,NT,0,33,0,0,549,26563,0,33,0,30
06-08-2020,Queensland,QLD,0,1088,0,6,14606,609607,0,1088,0,1069
06-08-2020,South Australia,SA,1,457,0,4,6002,264410,1,457,1,445
06-08-2020,Tasmania,TAS,0,229,0,13,1007,72474,0,229,0,216
06-08-2020,Victoria,VIC,434,13469,8,170,25000,1746953,434,13469,204,5628
06-08-2020,Western Australia,WA,0,642,0,9,3138,266214,0,642,0,626
07-08-2020,Australian Capital Territory,ACT,0,113,0,3,212,56219,0,113,0,110
07-08-2020,New South Wales,NSW,10,3842,0,51,27938,1617799,10,3842,0,2802
07-08-2020,Northern Territory,NT,0,33,0,0,562,27125,0,33,0,30
07-08-2020,Queensland,QLD,0,1088,0,6,28404,638011,0,1088,0,1069
07-08-2020,South Australia,SA,2,459,0,4,6516,270926,2,459,0,445
07-08-2020,Tasmania,TAS,0,229,0,13,777,73251,0,229,0,216
07-08-2020,Victoria,VIC,398,13867,11,181,25000,1771953,398,13867,201,5829
07-08-2020,Western Australia,WA,0,642,0,9,2528,268742,0,642,1,627
08-08-2020,Australian Capital Territory,ACT,0,113,0,3,504,56723,0,113,0,110
08-08-2020,New South Wales,NSW,9,3851,0,51,24421,1642220,9,3851,0,2802
08-08-2020,Northern Territory,NT,0,33,0,0,493,27618,0,33,0,30
08-08-2020,Queensland,QLD,0,1088,0,6,18865,656876,0,1088,0,1069
08-08-2020,South Australia,SA,0,459,0,4,7254,278180,0,459,1,446
08-08-2020,Tasmania,TAS,0,229,0,13,644,73895,0,229,0,216
08-08-2020,Victoria,VIC,416,14283,12,193,-11984,1759969,416,14283,237,6066
08-08-2020,Western Australia,WA,0,642,0,9,0,268742,0,642,1,628
09-08-2020,Australian Capital Territory,ACT,0,113,0,3,567,57290,0,113,0,110
09-08-2020,New South Wales,NSW,10,3861,0,51,31681,1673901,10,3861,0,2802
09-08-2020,Northern Territory,NT,0,33,0,0,328,27946,0,33,0,30
09-08-2020,Queensland,QLD,0,1088,0,6,11875,668751,0,1088,0,1069
09-08-2020,South Australia,SA,0,459,0,4,7034,285214,0,459,0,446
09-08-2020,Tasmania,TAS,0,229,0,13,290,74185,0,229,0,216
09-08-2020,Victoria,VIC,376,14659,16,209,41416,1801385,376,14659,312,6378
09-08-2020,Western Australia,WA,0,642,0,9,0,268742,0,642,1,629
10-08-2020,Australian Capital Territory,ACT,0,113,0,3,2562,59852,0,113,0,110
10-08-2020,New South Wales,NSW,14,3875,0,51,19920,1693821,14,3875,0,2802
10-08-2020,Northern Territory,NT,0,33,0,0,177,28123,0,33,0,30
10-08-2020,Queensland,QLD,1,1089,0,6,8549,677300,1,1089,3,1072
10-08-2020,South Australia,SA,0,459,0,4,4493,289707,0,459,1,447
10-08-2020,Tasmania,TAS,0,229,0,13,400,74585,0,229,0,216
10-08-2020,Victoria,VIC,298,14957,18,227,19213,1820598,298,14957,264,6642
10-08-2020,Western Australia,WA,0,642,0,9,5818,274560,0,642,1,630
11-08-2020,Australian Capital Territory,ACT,0,113,0,3,656,60508,0,113,0,110
11-08-2020,New South Wales,NSW,22,3897,0,51,13257,1707078,22,3897,0,2802
11-08-2020,Northern Territory,NT,0,33,0,0,373,28496,0,33,1,31
11-08-2020,Queensland,QLD,0,1089,0,6,6524,683824,0,1089,3,1075
11-08-2020,South Australia,SA,0,459,0,4,4329,294036,0,459,0,447
11-08-2020,Tasmania,TAS,1,230,0,13,378,74963,1,230,0,216
11-08-2020,Victoria,VIC,294,15251,19,246,34090,1854688,294,15251,247,6889
11-08-2020,Western Australia,WA,0,642,0,9,2019,276579,0,642,0,630
12-08-2020,Australian Capital Territory,ACT,0,113,0,3,747,61255,0,113,0,110
12-08-2020,New South Wales,NSW,18,3915,0,51,20104,1727182,18,3915,0,2802
12-08-2020,Northern Territory,NT,0,33,0,0,549,29045,0,33,0,31
12-08-2020,Queensland,QLD,0,1089,0,6,9883,693707,0,1089,1,1076
12-08-2020,South Australia,SA,0,459,0,4,5513,299549,0,459,2,449
12-08-2020,Tasmania,TAS,0,230,0,13,912,75875,0,230,0,216
12-08-2020,Victoria,VIC,395,15646,21,267,19927,1874615,395,15646,382,7271
12-08-2020,Western Australia,WA,0,642,0,9,3537,280116,0,642,2,632
13-08-2020,Australian Capital Territory,ACT,0,113,0,3,1169,62424,0,113,0,110
13-08-2020,New South Wales,NSW,12,3927,1,52,24621,1751803,12,3927,0,2802
13-08-2020,Northern Territory,NT,0,33,0,0,429,29474,0,33,0,31
13-08-2020,Queensland,QLD,0,1089,0,6,11915,705622,0,1089,0,1076
13-08-2020,South Australia,SA,0,459,0,4,5506,305055,0,459,0,449
13-08-2020,Tasmania,TAS,0,230,0,13,962,76837,0,230,0,216
13-08-2020,Victoria,VIC,217,15863,8,275,20951,1895566,217,15863,222,7493
13-08-2020,Western Australia,WA,2,644,0,9,2888,283004,2,644,0,632
14-08-2020,Australian Capital Territory,ACT,0,113,0,3,1207,63631,0,113,0,110
14-08-2020,New South Wales,NSW,9,3936,0,52,29696,1781499,9,3936,0,2802
14-08-2020,Northern Territory,NT,0,33,0,0,409,29883,0,33,0,31
14-08-2020,Queensland,QLD,2,1091,0,6,10798,716420,2,1091,0,1076
14-08-2020,South Australia,SA,1,460,0,4,6808,311863,1,460,0,449
14-08-2020,Tasmania,TAS,0,230,0,13,739,77576,0,230,0,216
14-08-2020,Victoria,VIC,371,16234,14,289,18908,1914474,371,16234,349,7842
14-08-2020,Western Australia,WA,1,645,0,9,2064,285068,1,645,0,632
15-08-2020,Australian Capital Territory,ACT,0,113,0,3,1197,64828,0,113,0,110
15-08-2020,New South Wales,NSW,9,3945,0,52,27388,1808887,9,3945,0,2802
15-08-2020,Northern Territory,NT,0,33,0,0,486,30369,0,33,2,33
15-08-2020,Queensland,QLD,0,1091,0,6,5675,722095,0,1091,3,1079
15-08-2020,South Australia,SA,0,460,0,4,4562,316425,0,460,0,449
15-08-2020,Tasmania,TAS,0,230,0,13,800,78376,0,230,0,216
15-08-2020,Victoria,VIC,283,16517,4,293,23262,1937736,283,16517,279,8121
15-08-2020,Western Australia,WA,1,646,0,9,0,285068,1,646,0,632
16-08-2020,Australian Capital Territory,ACT,0,113,0,3,180,65008,0,113,0,110
16-08-2020,New South Wales,NSW,5,3950,1,53,24093,1832980,5,3950,0,2802
16-08-2020,Northern Territory,NT,0,33,0,0,158,30527,0,33,0,33
16-08-2020,Queensland,QLD,0,1091,0,6,3299,725394,0,1091,0,1079
16-08-2020,South Australia,SA,1,461,0,4,4101,320526,1,461,1,450
16-08-2020,Tasmania,TAS,0,230,0,13,377,78753,0,230,0,216
16-08-2020,Victoria,VIC,247,16764,16,309,21566,1959302,247,16764,449,8570
16-08-2020,Western Australia,WA,0,646,0,9,0,285068,0,646,1,633
